order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1477547,100638,Restaurant_53,Middle Eastern,33.57,Weekday,3,23,22
1477548,100109,Restaurant_1,American,12.54,Weekday,5,26,26
1477549,101008,Restaurant_51,Japanese,30.87,Weekend,4,32,15
1477550,100068,Restaurant_42,American,31.19,Weekday,Not given,35,32
1477551,101093,Restaurant_121,Indian,28.37,Weekday,4,35,17
1477552,101189,Restaurant_116,Italian,9.69,Weekday,4,34,26
1477553,100305,Restaurant_113,Thai,29.9,Weekday,Not given,21,27
1477554,100674,Restaurant_2,Chinese,28.27,Weekday,3,21,24
1477555,100365,Restaurant_135,Indian,22.93,Weekday,4,20,29
1477556,100821,Restaurant_54,Chinese,14.9,Weekday,Not given,21,16
1477557,100343,Restaurant_121,Japanese,12.59,Weekday,5,29,17
1477558,100947,Restaurant_102,Middle Eastern,8.24,Weekday,Not given,33,28
1477559,100899,Restaurant_56,American,20.24,Weekday,5,27,21
1477560,101133,Restaurant_29,Middle Eastern,22.58,Weekday,5,30,22
1477561,100762,Restaurant_13,Indian,15.59,Weekday,Not given,27,25
1477562,100341,Restaurant_151,American,19.18,Weekend,5,27,20
1477563,100942,Restaurant_158,Italian,15.72,Weekday,Not given,34,25
1477564,100383,Restaurant_119,American,24.3,Weekday,Not given,35,31
1477565,101004,Restaurant_14,Japanese,32.35,Weekday,Not given,20,24
1477566,100300,Restaurant_70,Thai,9.54,Weekday,Not given,20,31
1477567,100139,Restaurant_135,American,16.27,Weekday,5,31,16
1477568,100359,Restaurant_140,Mexican,8.83,Weekday,Not given,29,20
1477569,100836,Restaurant_23,French,23.81,Weekday,5,23,19
1477570,100483,Restaurant_1,Southern,27.02,Weekday,4,25,18
1477571,100909,Restaurant_132,Mexican,33.3,Weekday,Not given,27,16
1477572,101135,Restaurant_63,Korean,13.1,Weekday,5,32,26
1477573,100866,Restaurant_51,Mexican,33.87,Weekday,4,21,17
1477574,100139,Restaurant_2,Italian,6.43,Weekday,4,32,20
1477575,100996,Restaurant_94,Middle Eastern,23.13,Weekday,3,35,28
1477576,100435,Restaurant_155,Mexican,6.24,Weekday,Not given,22,22
1477577,100509,Restaurant_170,Mexican,32.12,Weekday,5,25,28
1477578,100273,Restaurant_105,Mexican,20.86,Weekday,4,29,17
1477579,101123,Restaurant_89,Middle Eastern,25.18,Weekend,Not given,23,30
1477580,100104,Restaurant_12,French,30.2,Weekday,4,31,29
1477581,100762,Restaurant_96,Italian,9.12,Weekday,5,21,21
1477582,100787,Restaurant_70,Italian,5.66,Weekend,4,26,29
1477583,100165,Restaurant_113,Mexican,31.66,Weekend,5,23,27
1477584,100999,Restaurant_70,Indian,14.21,Weekday,5,27,20
1477585,100520,Restaurant_46,Chinese,8.46,Weekday,Not given,27,29
1477586,100517,Restaurant_13,French,18.96,Weekend,4,26,31
1477587,100657,Restaurant_54,Mexican,22.98,Weekend,Not given,29,18
1477588,100613,Restaurant_13,Italian,5.43,Weekday,Not given,28,28
1477589,100164,Restaurant_35,American,12.98,Weekday,Not given,23,29
1477590,100064,Restaurant_179,Chinese,5.48,Weekday,5,26,26
1477591,101115,Restaurant_71,Southern,17.48,Weekday,4,29,24
1477592,101141,Restaurant_93,Chinese,32.16,Weekday,5,29,20
1477593,100267,Restaurant_155,American,34.87,Weekday,Not given,34,23
1477594,101164,Restaurant_179,Mexican,24.18,Weekday,5,31,16
1477595,100246,Restaurant_108,Chinese,9.47,Weekend,5,20,18
1477596,100395,Restaurant_141,American,32.5,Weekday,4,23,23
1477597,100476,Restaurant_54,Chinese,20.44,Weekday,5,21,29
1477598,100977,Restaurant_53,Mexican,9.23,Weekend,5,28,27
1477599,101044,Restaurant_70,Mexican,32.99,Weekend,4,35,22
1477600,100558,Restaurant_122,Italian,27.91,Weekday,5,24,30
1477601,101018,Restaurant_123,Italian,27.11,Weekday,5,22,25
1477602,100883,Restaurant_54,Korean,26.41,Weekday,5,23,24
1477603,100147,Restaurant_28,Italian,10.67,Weekday,Not given,25,22
1477604,100666,Restaurant_116,Chinese,11.0,Weekday,4,29,15
1477605,100620,Restaurant_26,Chinese,25.77,Weekday,4,20,24
1477606,100820,Restaurant_105,Italian,11.27,Weekday,4,26,32
1477607,100864,Restaurant_127,Thai,18.04,Weekday,5,27,17
1477608,100582,Restaurant_128,Chinese,28.67,Weekday,Not given,26,25
1477609,101023,Restaurant_140,Japanese,28.73,Weekday,5,26,32
1477610,100695,Restaurant_155,American,18.49,Weekday,3,28,17
1477611,101126,Restaurant_87,Italian,28.98,Weekday,Not given,32,22
1477612,100407,Restaurant_135,Thai,30.42,Weekday,Not given,23,28
1477613,100399,Restaurant_114,Italian,24.73,Weekend,5,33,20
1477614,100715,Restaurant_35,Indian,11.54,Weekday,5,35,29
1477615,100704,Restaurant_2,Chinese,12.95,Weekday,Not given,26,28
1477616,100761,Restaurant_51,Thai,14.21,Weekend,5,28,21
1477617,100499,Restaurant_70,American,8.08,Weekday,Not given,34,24
1477618,100974,Restaurant_114,Middle Eastern,12.92,Weekday,Not given,24,29
1477619,100082,Restaurant_154,Chinese,10.95,Weekday,Not given,21,24
1477620,100604,Restaurant_35,Middle Eastern,18.56,Weekday,5,34,31
1477621,100772,Restaurant_26,Italian,32.58,Weekend,Not given,24,31
1477622,100903,Restaurant_171,Japanese,7.7,Weekday,3,23,26
1477623,100365,Restaurant_18,Chinese,26.76,Weekday,Not given,27,29
1477624,100163,Restaurant_79,Mediterranean,25.73,Weekday,5,35,26
1477625,101072,Restaurant_108,American,7.43,Weekday,5,34,23
1477626,100511,Restaurant_95,American,33.01,Weekday,5,24,19
1477627,100116,Restaurant_12,Mexican,22.06,Weekday,5,28,18
1477628,100941,Restaurant_10,American,15.72,Weekday,4,28,26
1477629,100337,Restaurant_16,Chinese,27.88,Weekend,Not given,22,30
1477630,100881,Restaurant_108,Southern,12.43,Weekday,4,32,23
1477631,100737,Restaurant_95,Vietnamese,25.93,Weekday,Not given,29,17
1477632,100840,Restaurant_44,Italian,5.7,Weekday,5,34,17
1477633,100147,Restaurant_117,Southern,30.44,Weekday,5,25,32
1477634,100443,Restaurant_144,Mexican,18.34,Weekday,5,25,31
1477635,100837,Restaurant_8,Chinese,24.17,Weekday,5,23,24
1477636,101037,Restaurant_85,Japanese,11.32,Weekday,Not given,30,16
1477637,100943,Restaurant_127,Japanese,25.42,Weekday,5,32,25
1477638,100287,Restaurant_51,Vietnamese,28.36,Weekday,4,29,17
1477639,100720,Restaurant_53,Chinese,19.11,Weekend,4,22,16
1477640,101138,Restaurant_114,Japanese,23.58,Weekday,Not given,20,23
1477641,100480,Restaurant_155,American,18.59,Weekday,5,31,16
1477642,100022,Restaurant_141,American,32.13,Weekday,5,26,16
1477643,100683,Restaurant_108,American,19.87,Weekend,5,34,29
1477644,100906,Restaurant_135,Spanish,30.52,Weekday,4,34,17
1477645,100320,Restaurant_64,French,29.26,Weekday,5,24,19
1477646,100126,Restaurant_117,Thai,17.17,Weekend,Not given,33,25
1477647,100277,Restaurant_76,Mexican,11.59,Weekend,4,29,21
1477648,100194,Restaurant_35,Chinese,17.03,Weekend,4,34,20
1477649,100696,Restaurant_128,American,30.03,Weekday,4,26,28
1477650,100057,Restaurant_102,Chinese,11.51,Weekday,5,20,15
1477651,101187,Restaurant_63,Italian,20.7,Weekday,4,27,31
1477652,100019,Restaurant_156,Thai,29.41,Weekend,Not given,22,31
1477653,100264,Restaurant_2,Mexican,15.41,Weekday,Not given,26,28
1477654,100794,Restaurant_54,American,24.34,Weekday,Not given,31,24
1477655,100113,Restaurant_10,American,12.07,Weekday,Not given,22,22
1477656,100542,Restaurant_140,American,7.85,Weekend,5,33,22
1477657,100647,Restaurant_128,Italian,29.05,Weekday,5,22,28
1477658,100579,Restaurant_56,Southern,7.53,Weekday,5,29,21
1477659,101089,Restaurant_122,Indian,12.87,Weekday,5,28,20
1477660,100025,Restaurant_70,French,30.93,Weekday,5,32,18
1477661,100001,Restaurant_140,Mexican,15.19,Weekday,4,21,15
1477662,100911,Restaurant_74,Italian,34.58,Weekday,3,33,29
1477663,100141,Restaurant_70,American,34.78,Weekday,Not given,23,29
1477664,100648,Restaurant_162,Middle Eastern,12.77,Weekday,Not given,25,15
1477665,100188,Restaurant_51,Thai,5.74,Weekday,Not given,33,17
1477666,101152,Restaurant_24,American,26.28,Weekday,5,22,19
1477667,100201,Restaurant_108,Mexican,18.42,Weekday,5,31,19
1477668,101151,Restaurant_175,Mexican,7.59,Weekday,3,29,18
1477669,100257,Restaurant_68,Indian,26.36,Weekday,5,33,31
1477670,100547,Restaurant_12,Southern,5.43,Weekday,5,29,28
1477671,100194,Restaurant_56,Indian,31.39,Weekday,5,26,22
1477672,100703,Restaurant_88,Mexican,8.76,Weekday,5,26,16
1477673,101128,Restaurant_34,American,8.41,Weekend,4,34,22
1477674,100802,Restaurant_120,American,9.91,Weekday,4,24,15
1477675,100942,Restaurant_179,Chinese,34.18,Weekend,4,22,18
1477676,100414,Restaurant_74,American,25.92,Weekday,3,21,19
1477677,101099,Restaurant_63,Thai,29.26,Weekday,5,34,19
1477678,100910,Restaurant_70,Japanese,16.77,Weekend,5,34,26
1477679,100188,Restaurant_21,American,14.88,Weekday,5,23,15
1477680,100045,Restaurant_155,French,11.72,Weekday,5,33,21
1477681,100083,Restaurant_70,American,19.34,Weekday,Not given,34,31
1477682,101147,Restaurant_70,Chinese,21.54,Weekday,Not given,32,16
1477683,100358,Restaurant_120,Chinese,24.02,Weekend,3,23,25
1477684,101090,Restaurant_70,Italian,12.43,Weekend,5,30,21
1477685,100936,Restaurant_119,Chinese,33.82,Weekend,4,27,31
1477686,100375,Restaurant_12,Mexican,9.72,Weekday,4,27,17
1477687,100162,Restaurant_141,Italian,34.35,Weekend,4,32,20
1477688,100322,Restaurant_164,Vietnamese,4.93,Weekend,4,24,25
1477689,100450,Restaurant_119,American,19.36,Weekday,4,32,32
1477690,101037,Restaurant_168,American,14.78,Weekday,4,25,32
1477691,100184,Restaurant_34,American,18.37,Weekend,Not given,27,24
1477692,100111,Restaurant_78,Indian,22.13,Weekday,5,34,19
1477693,100508,Restaurant_113,American,17.95,Weekend,Not given,20,29
1477694,100295,Restaurant_107,French,17.31,Weekday,5,24,18
1477695,100904,Restaurant_70,Mexican,27.14,Weekend,5,23,15
1477696,100974,Restaurant_56,Mexican,25.69,Weekday,Not given,35,29
1477697,100632,Restaurant_26,Indian,30.25,Weekday,Not given,23,31
1477698,101051,Restaurant_70,American,12.2,Weekday,5,30,28
1477699,100733,Restaurant_34,Chinese,23.33,Weekend,4,21,32
1477700,100321,Restaurant_135,Chinese,22.58,Weekday,5,29,16
1477701,100913,Restaurant_37,Indian,15.91,Weekday,4,20,20
1477702,100437,Restaurant_12,Chinese,19.51,Weekday,Not given,33,27
1477703,100781,Restaurant_97,American,14.18,Weekend,Not given,34,31
1477704,101077,Restaurant_113,Vietnamese,8.86,Weekday,3,25,20
1477705,100726,Restaurant_155,American,11.09,Weekend,5,26,19
1477706,100031,Restaurant_105,French,7.73,Weekday,4,24,21
1477707,100337,Restaurant_56,Thai,25.6,Weekday,5,35,15
1477708,100183,Restaurant_141,Chinese,24.91,Weekday,Not given,34,27
1477709,101047,Restaurant_94,American,33.88,Weekday,Not given,27,15
1477710,100544,Restaurant_12,American,27.05,Weekend,4,28,27
1477711,101098,Restaurant_105,Japanese,6.08,Weekday,5,30,25
1477712,101034,Restaurant_155,Indian,31.83,Weekday,5,30,21
1477713,100660,Restaurant_70,Thai,31.16,Weekend,5,21,17
1477714,100160,Restaurant_53,Southern,18.19,Weekday,Not given,30,15
1477715,101038,Restaurant_34,Japanese,22.6,Weekday,4,32,22
1477716,100412,Restaurant_34,American,34.67,Weekend,5,23,31
1477717,101012,Restaurant_70,Chinese,20.94,Weekday,4,30,27
1477718,100053,Restaurant_113,Middle Eastern,32.48,Weekday,Not given,28,28
1477719,100408,Restaurant_12,Chinese,7.04,Weekend,5,24,19
1477720,100847,Restaurant_163,American,10.38,Weekday,Not given,22,20
1477721,101046,Restaurant_140,Japanese,18.11,Weekday,Not given,25,20
1477722,101054,Restaurant_108,Italian,22.56,Weekday,Not given,34,22
1477723,100703,Restaurant_148,Southern,29.72,Weekend,4,22,27
1477724,100260,Restaurant_12,Japanese,35.05,Weekday,5,33,32
1477725,101083,Restaurant_77,American,16.5,Weekday,5,24,18
1477726,100776,Restaurant_116,Southern,5.94,Weekend,5,22,31
1477727,101036,Restaurant_148,Chinese,29.26,Weekend,5,25,19
1477728,100850,Restaurant_140,Italian,23.17,Weekday,4,31,17
1477729,100354,Restaurant_51,Italian,10.61,Weekday,4,35,18
1477730,101099,Restaurant_164,American,19.78,Weekday,Not given,29,19
1477731,100873,Restaurant_26,Mexican,27.44,Weekend,5,24,28
1477732,100991,Restaurant_155,American,28.31,Weekday,3,33,29
1477733,101018,Restaurant_175,Italian,19.93,Weekday,Not given,28,31
1477734,101178,Restaurant_35,Italian,13.91,Weekend,Not given,35,20
1477735,101120,Restaurant_135,Thai,34.6,Weekend,Not given,22,24
1477736,100294,Restaurant_8,French,24.99,Weekday,Not given,25,30
1477737,100209,Restaurant_70,American,17.1,Weekend,Not given,27,31
1477738,101112,Restaurant_89,Italian,13.15,Weekday,5,26,28
1477739,100818,Restaurant_107,Italian,27.09,Weekend,4,35,26
1477740,100390,Restaurant_163,American,11.96,Weekday,5,25,23
1477741,100325,Restaurant_122,French,9.78,Weekday,5,33,29
1477742,100940,Restaurant_81,Japanese,20.86,Weekend,5,34,26
1477743,100889,Restaurant_141,Chinese,13.44,Weekday,5,21,28
1477744,101181,Restaurant_166,Italian,23.93,Weekday,5,35,32
1477745,100668,Restaurant_2,American,8.12,Weekend,5,34,20
1477746,100633,Restaurant_179,Indian,24.73,Weekend,5,26,18
1477747,100577,Restaurant_12,American,13.24,Weekday,Not given,27,26
1477748,100137,Restaurant_141,Vietnamese,4.48,Weekday,5,20,27
1477749,100428,Restaurant_51,Thai,8.4,Weekday,Not given,34,27
1477750,100612,Restaurant_28,Italian,33.36,Weekday,5,28,26
1477751,100911,Restaurant_70,Indian,31.31,Weekday,Not given,23,17
1477752,100819,Restaurant_119,Mediterranean,11.7,Weekday,Not given,27,17
1477753,100141,Restaurant_70,Mexican,28.55,Weekend,3,34,28
1477754,101107,Restaurant_10,American,23.3,Weekday,3,29,32
1477755,100177,Restaurant_113,Italian,34.51,Weekday,5,26,24
1477756,100198,Restaurant_155,Middle Eastern,16.03,Weekday,Not given,33,31
1477757,100624,Restaurant_70,Indian,25.55,Weekend,Not given,32,29
1477758,100691,Restaurant_40,Japanese,6.44,Weekday,Not given,29,23
1477759,100401,Restaurant_70,Middle Eastern,16.73,Weekday,3,26,18
1477760,100471,Restaurant_8,Mediterranean,34.29,Weekday,5,21,29
1477761,100218,Restaurant_144,Mediterranean,21.15,Weekday,Not given,35,30
1477762,100929,Restaurant_147,American,13.38,Weekday,5,20,22
1477763,100632,Restaurant_108,Mexican,8.19,Weekend,4,23,31
1477764,100951,Restaurant_61,Thai,26.24,Weekend,5,31,15
1477765,100906,Restaurant_141,Thai,24.42,Weekday,Not given,35,21
1477766,100175,Restaurant_99,Indian,16.04,Weekday,5,35,32
1477767,100023,Restaurant_147,American,33.89,Weekend,5,21,26
1477768,100235,Restaurant_116,French,5.16,Weekday,4,27,30
1477769,101037,Restaurant_140,Japanese,13.87,Weekday,Not given,29,15
1477770,101125,Restaurant_113,American,32.97,Weekday,4,35,29
1477771,100929,Restaurant_70,Mexican,14.4,Weekday,5,26,21
1477772,100523,Restaurant_170,American,12.27,Weekday,5,27,31
1477773,100431,Restaurant_95,Italian,21.0,Weekend,Not given,30,17
1477774,100793,Restaurant_113,American,29.96,Weekend,Not given,25,25
1477775,100533,Restaurant_43,Italian,7.66,Weekend,Not given,20,20
1477776,100979,Restaurant_116,Mexican,33.65,Weekday,4,33,20
1477777,100810,Restaurant_105,Indian,29.07,Weekday,Not given,32,29
1477778,100913,Restaurant_35,Japanese,10.08,Weekend,4,32,21
1477779,101125,Restaurant_12,French,26.5,Weekend,4,31,25
1477780,100871,Restaurant_113,Chinese,16.38,Weekday,4,28,31
1477781,100540,Restaurant_140,American,16.92,Weekend,4,25,32
1477782,101024,Restaurant_90,Middle Eastern,28.7,Weekend,Not given,31,22
1477783,100227,Restaurant_44,American,34.26,Weekday,4,32,22
1477784,100873,Restaurant_121,Vietnamese,8.39,Weekday,5,29,25
1477785,100892,Restaurant_12,Middle Eastern,17.48,Weekday,5,20,17
1477786,101037,Restaurant_70,Mexican,19.35,Weekday,5,20,28
1477787,100210,Restaurant_34,Vietnamese,16.11,Weekday,4,35,23
1477788,100741,Restaurant_35,American,15.71,Weekend,5,27,15
1477789,100397,Restaurant_36,Chinese,6.09,Weekday,5,25,15
1477790,101124,Restaurant_70,Indian,25.68,Weekday,3,27,26
1477791,100031,Restaurant_9,Italian,17.97,Weekday,3,27,25
1477792,100898,Restaurant_70,Southern,10.5,Weekday,Not given,34,15
1477793,100649,Restaurant_89,American,29.72,Weekend,4,30,26
1477794,100329,Restaurant_81,Mexican,29.3,Weekday,Not given,33,31
1477795,101190,Restaurant_70,Indian,19.52,Weekday,Not given,27,29
1477796,100952,Restaurant_151,Japanese,13.7,Weekend,Not given,29,16
1477797,101124,Restaurant_34,Chinese,24.21,Weekday,3,34,32
1477798,100621,Restaurant_88,Italian,13.39,Weekday,5,26,30
1477799,101197,Restaurant_12,Middle Eastern,11.77,Weekday,Not given,26,18
1477800,100162,Restaurant_12,Chinese,27.07,Weekday,5,29,22
1477801,100776,Restaurant_105,French,5.72,Weekday,5,23,16
1477802,100274,Restaurant_105,Indian,7.4,Weekday,4,28,28
1477803,101027,Restaurant_155,Thai,4.68,Weekday,5,31,29
1477804,101052,Restaurant_102,Japanese,9.2,Weekend,Not given,21,23
1477805,100326,Restaurant_171,Chinese,6.6,Weekday,4,30,16
1477806,100940,Restaurant_8,Indian,35.28,Weekday,4,28,31
1477807,101173,Restaurant_13,Middle Eastern,13.41,Weekday,3,29,24
1477808,100540,Restaurant_8,Italian,9.09,Weekday,4,22,23
1477809,100488,Restaurant_35,Korean,11.93,Weekday,5,33,16
1477810,100822,Restaurant_95,Italian,33.43,Weekday,4,32,31
1477811,101089,Restaurant_119,American,20.56,Weekend,Not given,34,25
1477812,100356,Restaurant_8,Italian,15.76,Weekday,4,35,31
1477813,100235,Restaurant_166,Korean,31.49,Weekday,Not given,21,24
1477814,100227,Restaurant_151,Chinese,16.69,Weekday,5,32,32
1477815,100049,Restaurant_53,Middle Eastern,14.84,Weekend,5,23,20
1477816,100118,Restaurant_12,Mediterranean,10.88,Weekday,5,24,30
1477817,100054,Restaurant_35,Italian,16.16,Weekday,5,21,32
1477818,100565,Restaurant_26,American,14.27,Weekday,Not given,32,32
1477819,101068,Restaurant_25,Japanese,25.43,Weekend,Not given,34,15
1477820,100053,Restaurant_89,Chinese,13.43,Weekday,5,20,17
1477821,100558,Restaurant_48,Thai,22.33,Weekend,4,29,29
1477822,101126,Restaurant_63,Italian,6.51,Weekday,Not given,30,24
1477823,100868,Restaurant_179,Mexican,10.39,Weekday,5,24,19
1477824,100398,Restaurant_125,Thai,17.08,Weekday,5,28,29
1477825,101162,Restaurant_166,Italian,33.46,Weekday,Not given,34,28
1477826,100675,Restaurant_32,Italian,16.14,Weekday,4,31,29
1477827,100387,Restaurant_70,Italian,25.02,Weekday,Not given,31,24
1477828,100111,Restaurant_99,Italian,12.36,Weekend,5,34,23
1477829,100614,Restaurant_12,Mexican,8.4,Weekday,Not given,24,26
1477830,100017,Restaurant_2,French,6.28,Weekday,5,31,21
1477831,100884,Restaurant_122,Italian,13.92,Weekday,5,30,19
1477832,100541,Restaurant_117,Mexican,9.35,Weekday,4,29,24
1477833,100171,Restaurant_70,Japanese,9.85,Weekday,5,28,22
1477834,100409,Restaurant_81,Chinese,28.01,Weekday,5,33,30
1477835,100740,Restaurant_70,Chinese,4.96,Weekday,5,32,26
1477836,100858,Restaurant_2,Southern,21.73,Weekend,5,31,23
1477837,100230,Restaurant_56,Japanese,16.21,Weekend,Not given,29,24
1477838,100119,Restaurant_35,Indian,20.14,Weekday,4,25,30
1477839,101180,Restaurant_13,Indian,21.88,Weekday,5,22,24
1477840,100784,Restaurant_170,American,14.17,Weekday,5,23,23
1477841,100465,Restaurant_113,Indian,13.6,Weekday,5,23,17
1477842,100104,Restaurant_135,Mexican,27.16,Weekday,4,20,25
1477843,100698,Restaurant_54,Mexican,31.43,Weekday,5,22,20
1477844,100175,Restaurant_70,Italian,10.43,Weekend,Not given,22,20
1477845,100745,Restaurant_45,American,7.49,Weekday,5,32,29
1477846,101158,Restaurant_13,Chinese,32.25,Weekday,5,33,29
1477847,100665,Restaurant_35,Korean,15.3,Weekday,Not given,20,27
1477848,100033,Restaurant_141,Italian,21.53,Weekday,Not given,32,19
1477849,100055,Restaurant_122,Mexican,15.59,Weekday,5,28,28
1477850,100519,Restaurant_95,American,8.36,Weekday,Not given,30,16
1477851,100756,Restaurant_77,American,22.7,Weekday,4,20,26
1477852,100012,Restaurant_158,Japanese,20.72,Weekend,Not given,28,28
1477853,100720,Restaurant_12,Mexican,10.75,Weekday,4,20,29
1477854,100555,Restaurant_51,Mexican,18.45,Weekday,3,35,31
1477855,100373,Restaurant_60,Chinese,29.13,Weekday,Not given,21,28
1477856,100484,Restaurant_140,Thai,22.74,Weekday,5,21,32
1477857,100973,Restaurant_179,American,7.47,Weekday,4,33,19
1477858,100623,Restaurant_46,Chinese,21.43,Weekend,4,25,26
1477859,100307,Restaurant_155,Mexican,26.21,Weekend,5,26,24
1477860,100457,Restaurant_150,Chinese,29.0,Weekend,5,30,22
1477861,100160,Restaurant_44,Chinese,23.93,Weekday,5,20,20
1477862,100331,Restaurant_70,Indian,9.19,Weekday,3,22,29
1477863,100776,Restaurant_70,Japanese,26.44,Weekday,4,21,26
1477864,100225,Restaurant_178,French,25.43,Weekday,4,27,20
1477865,100983,Restaurant_35,Italian,5.23,Weekend,5,28,26
1477866,100729,Restaurant_141,American,17.21,Weekday,4,32,29
1477867,101069,Restaurant_56,Chinese,14.77,Weekday,Not given,21,26
1477868,101083,Restaurant_135,Vietnamese,25.18,Weekday,4,21,23
1477869,100644,Restaurant_70,Indian,11.16,Weekday,4,29,16
1477870,100616,Restaurant_105,Japanese,22.75,Weekday,Not given,34,27
1477871,100195,Restaurant_151,American,32.72,Weekday,Not given,28,27
1477872,100489,Restaurant_141,Mexican,29.15,Weekday,4,33,22
1477873,100157,Restaurant_155,American,32.98,Weekend,Not given,23,27
1477874,100610,Restaurant_12,Indian,34.74,Weekend,4,24,18
1477875,100412,Restaurant_127,Southern,4.8,Weekday,Not given,32,20
1477876,101103,Restaurant_31,Korean,23.74,Weekday,5,30,20
1477877,101148,Restaurant_70,Mexican,17.24,Weekday,5,28,26
1477878,100471,Restaurant_96,Italian,31.07,Weekday,5,25,26
1477879,100516,Restaurant_70,Southern,12.26,Weekday,Not given,29,31
1477880,101128,Restaurant_89,Japanese,34.82,Weekday,4,31,21
1477881,100393,Restaurant_179,American,23.46,Weekday,5,28,29
1477882,100631,Restaurant_29,Mexican,29.02,Weekday,5,28,31
1477883,100608,Restaurant_122,Chinese,7.12,Weekday,Not given,26,24
1477884,100980,Restaurant_70,Mexican,10.15,Weekday,Not given,33,20
1477885,100434,Restaurant_28,Italian,27.94,Weekend,4,31,23
1477886,101167,Restaurant_34,Indian,5.15,Weekend,4,29,29
1477887,100540,Restaurant_166,Italian,29.74,Weekday,4,28,30
1477888,100278,Restaurant_155,American,4.9,Weekend,4,24,22
1477889,100233,Restaurant_155,Mexican,24.8,Weekday,Not given,35,30
1477890,101114,Restaurant_179,French,15.77,Weekend,5,24,19
1477891,100362,Restaurant_37,Japanese,23.39,Weekend,4,31,32
1477892,100026,Restaurant_63,Italian,26.01,Weekday,5,27,28
1477893,101049,Restaurant_122,Southern,15.07,Weekday,4,29,16
1477894,100507,Restaurant_81,Mediterranean,7.81,Weekday,4,23,17
1477895,100267,Restaurant_70,Chinese,6.62,Weekday,4,28,28
1477896,100461,Restaurant_63,American,22.69,Weekday,5,26,21
1477897,100456,Restaurant_113,Thai,20.58,Weekday,4,26,29
1477898,101092,Restaurant_105,French,27.43,Weekday,5,32,31
1477899,101007,Restaurant_34,Korean,20.24,Weekend,5,34,15
1477900,100863,Restaurant_77,Mediterranean,17.54,Weekend,5,22,23
1477901,100491,Restaurant_98,Indian,16.79,Weekday,Not given,23,28
1477902,101073,Restaurant_105,Mexican,5.29,Weekday,4,26,30
1477903,100564,Restaurant_39,American,14.85,Weekday,4,30,27
1477904,101126,Restaurant_138,Chinese,34.67,Weekday,Not given,30,20
1477905,100216,Restaurant_2,Italian,31.5,Weekend,3,33,15
1477906,100559,Restaurant_63,Indian,14.66,Weekday,4,24,18
1477907,100159,Restaurant_140,Mexican,22.66,Weekday,5,31,17
1477908,100489,Restaurant_104,Thai,30.69,Weekday,5,22,31
1477909,100686,Restaurant_51,Chinese,18.12,Weekday,3,20,16
1477910,100794,Restaurant_127,Indian,5.03,Weekday,4,26,22
1477911,100005,Restaurant_105,American,6.78,Weekend,Not given,25,29
1477912,100361,Restaurant_141,Italian,20.26,Weekday,Not given,29,20
1477913,100459,Restaurant_135,Thai,34.46,Weekday,5,34,16
1477914,100248,Restaurant_113,Japanese,25.92,Weekday,5,26,29
1477915,100946,Restaurant_81,Spanish,6.66,Weekend,3,34,26
1477916,100422,Restaurant_28,Chinese,10.33,Weekend,5,33,17
1477917,100015,Restaurant_51,Mexican,28.33,Weekday,5,21,24
1477918,100736,Restaurant_70,Chinese,30.5,Weekday,Not given,32,28
1477919,101146,Restaurant_113,Italian,23.58,Weekday,5,31,28
1477920,100277,Restaurant_89,Middle Eastern,24.41,Weekday,Not given,23,17
1477921,100453,Restaurant_52,Japanese,5.35,Weekend,Not given,21,15
1477922,100598,Restaurant_2,Mediterranean,30.1,Weekday,Not given,27,15
1477923,100446,Restaurant_83,Chinese,28.86,Weekday,5,26,16
1477924,100210,Restaurant_52,Middle Eastern,12.48,Weekday,5,20,24
1477925,100714,Restaurant_135,American,26.4,Weekday,4,21,18
1477926,100302,Restaurant_2,Mediterranean,11.12,Weekday,5,21,18
1477927,100003,Restaurant_108,Chinese,5.72,Weekend,5,23,27
1477928,100990,Restaurant_164,Chinese,10.69,Weekday,5,22,23
1477929,101117,Restaurant_35,Mexican,10.0,Weekday,5,20,21
1477930,100520,Restaurant_77,Southern,14.92,Weekday,5,31,30
1477931,100493,Restaurant_12,American,17.42,Weekday,Not given,33,32
1477932,100620,Restaurant_116,Italian,20.2,Weekday,5,21,17
1477933,101185,Restaurant_97,Middle Eastern,19.22,Weekday,5,35,24
1477934,100331,Restaurant_70,Italian,12.84,Weekend,4,30,30
1477935,100333,Restaurant_89,Chinese,5.37,Weekday,Not given,28,17
1477936,100050,Restaurant_155,Italian,23.19,Weekday,5,32,25
1477937,100863,Restaurant_35,Italian,16.71,Weekday,5,20,24
1477938,100272,Restaurant_2,Mediterranean,13.71,Weekday,4,28,30
1477939,100580,Restaurant_155,Thai,31.29,Weekend,Not given,26,22
1477940,100560,Restaurant_105,Mexican,27.57,Weekend,Not given,21,23
1477941,100696,Restaurant_155,Vietnamese,31.01,Weekday,4,21,29
1477942,101114,Restaurant_113,Mexican,19.78,Weekday,5,24,17
1477943,100446,Restaurant_141,American,8.52,Weekday,4,32,18
1477944,101017,Restaurant_70,Chinese,26.01,Weekday,5,24,27
1477945,101163,Restaurant_140,Italian,10.85,Weekday,3,23,26
1477946,100357,Restaurant_157,American,18.12,Weekday,Not given,31,23
